epoch,map,map_05,train loss,train cls loss,train box reg loss,train obj loss,train rpn loss
1,0.13223287673175896,0.3304991897907193,0.5309018492698669,0.49187917,0.45814142,0.046047658,0.021823993
2,0.16364166333319521,0.3794064094418205,0.4809262752532959,0.17114876,0.24066454,0.017171554,0.015412325
3,0.21063686735686551,0.4660913124547371,0.32559603452682495,0.1323038,0.211143,0.01320596,0.014387317
4,0.1875997775056952,0.42461829418407676,0.3217458724975586,0.114765525,0.19615771,0.011533493,0.012989507
5,0.21292733469798458,0.4452671487789658,0.2916850447654724,0.10453464,0.18603109,0.009342636,0.011803352
6,0.22577364369465489,0.47660356048509167,0.3327130675315857,0.09601708,0.17635743,0.008647,0.011463401
7,0.2626984638746293,0.5400495629292179,0.2649288475513458,0.089027345,0.16730072,0.0068885675,0.010300497
8,0.19590408033190848,0.4382985032211154,0.23247030377388,0.08456717,0.1618708,0.0071103917,0.010404119
9,0.20278659919241482,0.44765570220643525,0.20169928669929504,0.07944198,0.15527883,0.007096726,0.011491155
10,0.21379776835054193,0.4550607676423142,0.2397686094045639,0.076277174,0.14992635,0.005881982,0.009533104
11,0.20434996008152873,0.43726015900529014,0.22555404901504517,0.073521,0.14524236,0.0064442377,0.009628161
12,0.22448485847449387,0.4722496469469331,0.3167978823184967,0.07088138,0.14146154,0.006232058,0.009877308
13,0.23147475967421655,0.5004472900306971,0.16192291676998138,0.06744385,0.13536094,0.005962473,0.009566026
14,0.23805906045498093,0.5042057175489396,0.17326410114765167,0.06517727,0.13138773,0.0060660625,0.009352156
15,0.24782582127496072,0.5128140413686392,0.19818568229675293,0.062580116,0.12761715,0.005828309,0.009588338
16,0.1992915095256779,0.45070234473784615,0.25414350628852844,0.060119167,0.1237123,0.0053109196,0.008581715
17,0.24621387500745695,0.5236109202781963,0.18271683156490326,0.05880332,0.12109876,0.0046844617,0.008213023
18,0.2705111116658753,0.5651090202965205,0.20196782052516937,0.057731807,0.11930304,0.0048961053,0.008749144
19,0.24470435373350868,0.5299546800659145,0.22698406875133514,0.056027513,0.11508067,0.0052035507,0.01011025
20,0.2448683333477644,0.5284452800027036,0.21352344751358032,0.054650918,0.11291382,0.0053142393,0.009690114
21,0.23725168833628196,0.5041596406221499,0.14977315068244934,0.05350473,0.11159001,0.0047289957,0.008312417
22,0.21874940737550666,0.4825763573972551,0.13252829015254974,0.05226583,0.10786904,0.0048304866,0.008590129
23,0.25155448794629837,0.5366153863326789,0.15248584747314453,0.050084732,0.10587119,0.0039608725,0.0072825965
24,0.23093628664118282,0.5092938407934291,0.1335785984992981,0.049119238,0.10266876,0.004533543,0.0089469375
25,0.2457111198541593,0.5225154419176583,0.15759246051311493,0.04832956,0.10027685,0.004087652,0.00786469
