epoch,map,map_05,train loss,train cls loss,train box reg loss,train obj loss,train rpn loss
1,0.005447535704345015,0.021442614076549658,1.0401027202606201,0.5423161,0.37996525,0.35075063,0.065050654
2,0.012529584060631005,0.04686051133993113,0.9040496349334717,0.41315487,0.4507911,0.10050514,0.05091588
3,0.02177064557375606,0.07793591770632256,0.8139029145240784,0.38099542,0.43960407,0.08105937,0.04538338
4,0.032720294815252356,0.112481600955905,0.869722306728363,0.36034465,0.4316338,0.07068508,0.043212563
5,0.032498110032943284,0.1121411086903881,0.7620754241943359,0.3439442,0.42149475,0.066937335,0.041248873
6,0.03144015571263763,0.10870476080206933,0.8401868343353271,0.32645726,0.402244,0.061870813,0.040380623
7,0.049826609401333606,0.16639824685957502,0.8335236310958862,0.3187669,0.3984113,0.05766792,0.039677482
8,0.0397185646029464,0.13524995566322015,0.8814579248428345,0.30725983,0.38401932,0.055589933,0.03893369
9,0.03993929671617144,0.1337955864412784,0.7690800428390503,0.29692435,0.37607685,0.05304356,0.03813725
10,0.04779656063163994,0.1823495267803604,0.689262330532074,0.29034,0.36834255,0.051760808,0.03797193
11,0.045945495472012744,0.15826381841677092,0.7844427824020386,0.29078892,0.36542928,0.049667813,0.036959626
12,0.05493417364807807,0.1929584544117569,0.7203031182289124,0.28494808,0.35143498,0.04758422,0.036583178
13,0.037725545349321155,0.14465283793703398,0.6918965578079224,0.27764854,0.34375054,0.04565745,0.03629763
14,0.04986989325849524,0.175429051138398,0.7103760838508606,0.27558598,0.33826518,0.046008628,0.036089223
15,0.050019479040113474,0.17405839169058424,0.6562049984931946,0.27359393,0.33330855,0.044686675,0.035379846
16,0.061325905189464916,0.20680618663643102,0.6305323839187622,0.26701316,0.3259732,0.043616034,0.03552041
17,0.048697169711119856,0.1703092494811192,0.6372442841529846,0.2699466,0.3307947,0.04267129,0.035043
18,0.048391515514382887,0.17582075639472247,0.7049425840377808,0.26168138,0.32291895,0.041912165,0.035336394
19,0.054845991811167685,0.18945820006636316,0.7120704054832458,0.26650846,0.32357052,0.0409725,0.034704328
20,0.04890792443972242,0.16997623729311898,0.531290590763092,0.2602262,0.31493714,0.040447935,0.034169037
21,0.0452493303415817,0.16619275875186731,0.6354141235351562,0.2574907,0.31061578,0.03998302,0.03432779
22,0.05843694857790846,0.20779681703771033,0.5986375212669373,0.25303367,0.30930173,0.03967121,0.033793382
23,0.05016725219483843,0.17767640859562117,0.5858786106109619,0.25030085,0.3020948,0.038833115,0.03395007
24,0.050717011195397704,0.18039629928132592,0.5818735957145691,0.24939807,0.30296156,0.038121242,0.033478662
25,0.05904599081872608,0.20347495444512922,0.6829622387886047,0.24481712,0.30368516,0.0391259,0.032628905
