epoch,map,map_05,train loss,train cls loss,train box reg loss,train obj loss,train rpn loss
1,0.0017107627956059414,0.00804384754002412,0.7159426808357239,0.3959923,0.2161843,0.26313874,0.023765558
2,0.009219917912937556,0.036476200297959796,0.6845041513442993,0.32290107,0.28261977,0.07853254,0.01697646
3,0.01292726925965982,0.058768531134061684,0.6843612790107727,0.31108138,0.28194848,0.064778924,0.015405226
4,0.02671244021009575,0.10345017723346091,0.5908063054084778,0.29176447,0.27354956,0.05727492,0.014261134
5,0.022492519253740777,0.09080167832363277,0.521943986415863,0.27062255,0.26066858,0.0510523,0.013547264
6,0.02268060648855387,0.09184524853645144,0.5077463984489441,0.255079,0.25203526,0.04708517,0.012811084
7,0.024976727593691146,0.10377632810450785,0.5639771223068237,0.24687126,0.24810845,0.045508824,0.012585875
8,0.02601047143483351,0.10398908354208623,0.44846203923225403,0.23685326,0.2425597,0.04158278,0.012103998
9,0.0200912656225784,0.07758327190810696,0.49853602051734924,0.22653961,0.23499802,0.03946143,0.011880156
10,0.026823539222613844,0.10066505921623438,0.4873627722263336,0.21970695,0.23123856,0.038418,0.011591585
11,0.02706541391732565,0.10969725447115661,0.48553138971328735,0.21580434,0.22769308,0.037468854,0.011519477
12,0.027590530771951404,0.11079655992308156,0.5097101330757141,0.2092656,0.22424461,0.036341533,0.01131348
13,0.030599270387643835,0.1188969704245814,0.47731226682662964,0.20501436,0.22089158,0.035025984,0.010999978
14,0.028071551208146465,0.10378025774883791,0.4887421727180481,0.19738618,0.2177038,0.03347927,0.01092429
15,0.026773445192735112,0.10330917110404461,0.37799879908561707,0.19466035,0.21598443,0.033065125,0.010678595
16,0.03078782833536533,0.11550017176821314,0.474652498960495,0.19138162,0.21337941,0.03221096,0.010576628
17,0.03650468076261069,0.13231884339760228,0.41430822014808655,0.18629447,0.21126822,0.031249583,0.010648896
18,0.03605941167641041,0.13451485913209835,0.45922791957855225,0.18384025,0.20925847,0.030883258,0.010426477
19,0.031916664099629746,0.12072145561104886,0.4269541800022125,0.1781332,0.20660602,0.030401533,0.010437678
20,0.03188070142355492,0.1165027949526311,0.3932718336582184,0.17573804,0.20497553,0.029924896,0.0100910785
21,0.029747500322626966,0.11271416100783556,0.4518047869205475,0.17406991,0.20288463,0.029116113,0.010165284
22,0.03141980397734693,0.12318842015157189,0.388683944940567,0.1701522,0.19945912,0.028354479,0.009975146
23,0.036538652121055296,0.14553256935668235,0.4089391529560089,0.16488086,0.19837508,0.027937286,0.009875275
24,0.03929481265953289,0.14352517988422625,0.35321706533432007,0.1644269,0.19804902,0.027426668,0.009825074
25,0.040288544781590135,0.14977362779904088,0.39900273084640503,0.16075794,0.19573896,0.02669206,0.009676566
